;ISIN-код бумаги;Номинал;Доходность;Цена послед.;Дюрация;Лучш. пред;Спрос;Размер купона;Длит. купона;Дата выпл. куп.;НКД;Погашение;До погашения;Оборот;Заявки куп.;Заявки прод.;Общ. предл.;Общ. спрос;Доходность
РСХБ 14;RU000A0JRLE8;1000;7.71;0;421;100.99;90.01;38.89;182;03.07.2018;22.44;29.06.2021;1169;0;8;2;2;52;7.799368132
Новсиб2013;RU000A0JU963;450;7.8;0;110;100.79;100.01;8.74;91;26.04.2018;7.88;30.10.2018;196;0;9;5;24310;434;7.79023199
ДОМ.РФ24об;RU000A0JTDX1;1000;7.97;0;0;0;94.25;18.9;89;01.05.2018;15.92;01.11.2022;1659;0;6;0;0;15;7.751123596
ОФЗ 26219;RU000A0JWM07;1000;7.37;103.201;2318;102.7;103.201;38.64;182;26.09.2018;4.46;16.09.2026;3074;784148830;23;31;423085;307915;7.749230769
Башкорт8об;RU000A0JU674;500;8.54;0;618;114;99.1;9.66;91;22.06.2018;2.65;18.09.2020;885;0;11;1;12;230;7.749230769
ЕАБР11;RU000A0JS934;1000;7.32;0;1067;0;0;38.64;182;03.08.2018;15.71;24.01.2025;2474;0;0;0;0;0;7.749230769
ПИК БО-П04;RU000A0ZZ1M2;1000;0;0;0;0;0;38.64;182;05.10.2018;2.34;24.03.2028;3629;0;0;0;0;0;7.749230769
Роснфт2P3;RU000A0ZYLG5;1000;0;0;0;0;0;38.64;182;21.06.2018;24.84;09.12.2027;3523;0;0;0;0;0;7.749230769
РоссКапБ02;RU000A0JV0N6;1000;9.69;0;0;0;98.79;38.64;182;25.05.2018;30.58;22.11.2019;584;0;3;0;0;1011;7.749230769
РоссКапБ03;RU000A0JV565;1000;7.89;0;0;0;63.01;38.64;182;19.07.2018;18.9;16.01.2020;639;0;2;0;0;2;7.749230769
РоссКапБ04;RU000A0JV6D4;1000;6.47;0;0;0;70;38.64;182;23.07.2018;18.05;20.01.2020;643;0;1;0;0;1;7.749230769
ФПК 1P-02;RU000A0ZYLF7;1000;7.36;0;1430;101.5;86.64;38.64;182;21.06.2018;24.84;09.12.2027;3523;0;2;3;39100;34;7.749230769
ФСК ЕЭС Б3;RU000A0ZYDH0;1000;7.7;0;1380;102;100.5;19.32;91;20.04.2018;18.68;06.09.2052;12561;0;5;5;185146;1091;7.749230769
ФСК ЕЭС-10;RU000A0JR217;1000;7.19;0;0;101.48;87.03;38.64;182;18.09.2018;5.95;15.09.2020;882;0;3;2;33;3;7.749230769
ГПБ БО-09;RU000A0JUQ39;1000;10.42;0;71;101;99.55;38.54;182;27.06.2018;23.51;27.06.2024;2263;0;4;1;100;1525;7.729175824
КостромОб7;RU000A0JU6N4;150;7.91;100.01;161;100.24;100.01;2.88;91;15.06.2018;1.01;28.09.2018;164;105259;20;13;34161;3141;7.701098901
СвердлОб4;RU000A0ZYDU3;1000;7.08;0;1596;103.58;100;39.66;188;30.04.2018;36.92;22.10.2025;2745;0;6;21;24491;64;7.699946809
ОФЗ 26221;RU000A0JXFM1;1000;7.55;102.6;3356;102.099;102.511;38.39;182;10.10.2018;1.48;23.03.2033;5454;5486952381;48;68;669832;389791;7.699093407
Башнефть06;RU000A0JTM28;1000;7.24;102.33;1479;101.4;86.91;38.39;182;07.08.2018;14.77;31.01.2023;1750;5117;6;4;31634;248;7.699093407
Башнефть08;RU000A0JTM44;1000;7.35;101.89;1478;100.69;87.1;38.39;182;07.08.2018;14.77;31.01.2023;1750;3057;8;3;72239;251;7.699093407
Газпнф1P4R;RU000A0ZYLC4;1000;7.35;0;1907;102.7;83.01;38.39;182;21.06.2018;24.68;12.12.2024;2431;0;6;2;9236;71;7.699093407
Газпнф1P5R;RU000A0ZYLQ4;1000;7.25;0;1905;0;90;38.39;182;25.06.2018;23.84;16.12.2024;2435;0;4;0;0;55;7.699093407
МТС 001P-3;RU000A0ZYFC6;1000;7.65;0;1387;100.7;100.1;38.39;182;10.05.2018;33.54;03.11.2022;1661;0;1;5;142838;25000;7.699093407
МТС 001P-4;RU000A0ZYJ83;1000;7.31;100.3;224;100.6;100.3;38.39;182;05.06.2018;28.06;04.12.2018;231;1003;6;4;43518;339;7.699093407
Ростел1P3R;RU000A0ZYG52;1000;7.2;0;1402;102;100.51;38.39;182;22.05.2018;31.01;09.11.2027;3493;0;5;3;69000;29;7.699093407
СПбГО35001;RU000A0ZYHX8;1000;7.45;101.99;1892;101.9;100.7;38.39;182;06.06.2018;27.85;28.05.2025;2598;917910;11;6;86608;9162;7.699093407
МЕТАЛИНВ 2;RU000A0JTLJ3;1000;7.25;0;1476;101.5;101.25;38.15;182;03.08.2018;15.51;27.01.2023;1746;0;2;2;7000;157;7.650961538
МЕТАЛИНВ 3;RU000A0JTLL9;1000;7.25;0;1476;101.5;101.25;38.15;182;03.08.2018;15.51;27.01.2023;1746;0;2;3;7001;157;7.650961538
РЖД-30 обл;RU000A0JUAH8;1000;7.27;0;542;101.1;101;38.15;182;22.05.2018;30.81;07.11.2028;3857;0;3;1;10000;13001;7.650961538
СПбГО35002;RU000A0ZYKJ1;1000;0;0;0;0;0;38.15;182;15.06.2018;25.78;04.12.2026;3153;0;0;0;0;0;7.650961538
ДОМ.РФ Б-6;RU000A0ZYF20;1000;7.86;0;199;0;92.01;19.07;91;09.05.2018;14.46;07.11.2050;11892;0;4;0;0;36;7.648956044
ДОМ.РФ Б-7;RU000A0ZYF38;1000;7.86;0;199;0;100;19.07;91;09.05.2018;14.46;07.11.2050;11892;0;4;0;0;10035;7.648956044
ДОМ.РФ 8об;RU000A0JNPK5;150;-4.53;0;59;101.49;100;2.88;92;15.06.2018;1.03;15.06.2018;59;0;9;3;2311;20536;7.617391304
ОФЗ 26205;RU000A0JREQ7;1000;6.91;102.15;964;101.89;102.15;37.9;182;18.04.2018;0;14.04.2021;1093;59094166;18;22;356086;187815;7.600824176
ОФЗ 26209;RU000A0JSMA2;1000;6.99;102.65;1339;102.5;102.492;37.9;182;25.07.2018;17.49;20.07.2022;1555;1440171;16;11;28321;54250;7.600824176
Газпрнеф10;RU000A0JR878;1000;7.45;0;921;100.99;100.01;37.9;182;31.07.2018;16.03;26.01.2021;1015;0;4;3;425;80;7.600824176
ДОМ.РФ Б-8;RU000A0ZYFM5;1000;7;0;375;0;80;18.95;91;15.05.2018;13.12;13.11.2050;11898;0;3;0;0;35;7.600824176
ДОМ.РФ Б10;RU000A0ZYFN3;1000;7.05;0;375;100.9;100;18.95;91;15.05.2018;13.12;13.11.2050;11898;0;4;1;2621;10035;7.600824176
ДОМ.РФ1P1R;RU000A0ZYLU6;1000;7.46;0;332;100.75;100;18.95;91;25.06.2018;4.58;13.12.2027;3527;0;2;1;200;5033;7.600824176
РСХБ 5;RU000A0JQ1H3;1000;4.3;0;217;102;99.17;37.9;182;29.05.2018;29.15;27.11.2018;224;0;8;1;16;216;7.600824176
Роснфт1P1;RU000A0JX132;1000;-15.39;0;50;0;65;18.95;91;06.06.2018;8.54;25.11.2026;3144;0;1;0;0;1;7.600824176
ФСК ЕЭС Б4;RU000A0ZYJ91;1000;7.31;0;1681;102;100.25;18.95;91;06.06.2018;8.54;23.10.2052;12608;0;2;3;59960;1050;7.600824176
ХМАО 11;RU000A0ZYKW4;1000;7;0;1495;0;125;18.95;91;26.06.2018;4.37;17.12.2024;2436;0;5;0;0;20;7.600824176
ВЭБлизБ04;RU000A0JV8D0;1000;7.42;0;290;100.2;72.01;37.7;182;10.08.2018;13.88;31.01.2025;2481;0;4;2;5900;25;7.560714286
ВЭБлизБ05;RU000A0JV8G3;1000;7.8;0;294;100.2;96.7;37.7;182;14.08.2018;13.05;04.02.2025;2485;0;5;1;2000;29;7.560714286
ЦППК П1Б1;RU000A0ZYM54;1000;0;0;0;0;0;75.29;364;26.12.2018;22.96;15.12.2027;3529;0;0;0;0;0;7.549684066
ВТБ БО-26;RU000A0JUQE1;1000;7.07;0;247;100.81;100.4;18.75;91;26.06.2018;4.33;23.06.2020;798;0;10;3;35002;22053;7.520604396
ГПБ 12;RU000A0JT6J5;1000;7.47;0;0;0;62.05;37.5;182;11.10.2018;1.03;06.10.2022;1633;0;3;0;0;31;7.520604396
КОБР-5;RU000A0ZYN46;1000;0;0;1;0;0;18.92;92;18.04.2018;0;18.04.2018;1;0;0;0;0;0;7.506304348
ОФЗ 26208;RU000A0JS4M5;1000;6.61;100.814;309;100.65;100.806;37.4;182;29.08.2018;10.07;27.02.2019;316;2279256;38;32;412495;431591;7.500549451
ОФЗ 26217;RU000A0JVW30;1000;7;101.8;1091;101.795;101.8;37.4;182;22.08.2018;11.51;18.08.2021;1219;55862806;19;21;267412;141879;7.500549451
Башнефть04;RU000A0JS3U0;1000;6.22;100.41;115;100.41;99.65;37.4;182;10.08.2018;13.77;04.02.2022;1389;10041;10;3;271;15426;7.500549451
ВТБ БО-43;RU000A0JU773;1000;7.46;0;80;100.26;100.09;18.7;91;06.07.2018;2.26;29.09.2023;1991;0;8;4;43005;27103;7.500549451
ВертолетБ2;RU000A0JUAT3;1000;7.64;0;1652;0;91.03;37.4;182;24.05.2018;29.79;16.11.2023;2039;0;12;0;0;117;7.500549451
ГлобэксБО9;RU000A0JUD42;1000;9.21;0;245;0;96.01;37.4;182;25.06.2018;23.22;25.12.2021;1348;0;1;0;0;10;7.500549451
ЗенитБО-10;RU000A0JVZH3;1000;0;0;0;0;0;37.4;182;31.05.2018;28.36;20.11.2025;2774;0;0;0;0;0;7.500549451
ЗенитБО-14;RU000A0JUPY1;1000;7.98;0;0;0;67.01;37.4;182;22.06.2018;23.84;14.06.2024;2250;0;2;0;0;2;7.500549451
ЗенитБО1P1;RU000A0JWXR5;1000;0;0;0;0;0;18.7;91;30.06.2018;3.49;11.09.2021;1243;0;0;0;0;0;7.500549451
МГор69-об;RU000A0JU5W7;1000;0;0;0;0;65.01;37.4;182;22.05.2018;30.21;18.05.2021;1127;0;3;0;0;41;7.500549451
МСП Банк 2;RU000A0JS603;1000;7.84;0;0;0;0;37.4;182;16.08.2018;12.53;11.08.2022;1577;0;0;0;0;0;7.500549451
МТС 08;RU000A0JR4J2;1000;7.26;100.19;196;100.15;98.06;37.4;182;08.05.2018;33.08;03.11.2020;931;839569;7;4;1919;63;7.500549451
МосОбл2017;RU000A0ZYML3;1000;7.24;0;1030;101.25;100.4;18.7;91;28.06.2018;3.9;22.12.2022;1710;0;5;2;3884;5017;7.500549451
РЖД-17 обл;RU000A0JQ7W9;1000;6.93;0;90;100.22;99.95;37.4;182;16.07.2018;18.9;16.07.2018;90;0;10;4;10952;10072;7.500549451
Роснфт2P4;RU000A0ZYT40;1000;7.9;99;1489;98.95;98.76;37.4;182;16.08.2018;12.53;03.02.2028;3579;99047188;13;8;294883;237;7.500549451
РусГидро09;RU000A0JVD25;1000;7.9;0;1504;101.43;99;37.4;182;24.04.2018;35.96;15.04.2025;2555;0;8;5;349;120;7.500549451
ТомскОб 62;RU000A0ZYMJ7;1000;0;0;0;0;0;18.7;91;28.06.2018;3.9;19.12.2024;2438;0;0;0;0;0;7.500549451
ТрансКонБ1;RU000A0ZYPG6;1000;7.33;0;1270;100.5;65.18;37.4;182;26.07.2018;16.85;19.01.2023;1738;0;4;3;36018;40;7.500549451
ФСК ЕЭС-07;RU000A0JR1Z4;1000;7.18;0;820;0;0;37.4;182;20.04.2018;36.78;16.10.2020;913;0;0;0;0;0;7.500549451
ФинСтанд01;RU000A0JS8R5;1000;0;0;0;0;0;37.4;182;25.05.2018;1842.85;22.05.2020;766;0;0;0;0;0;7.500549451
Карелия 16;RU000A0JU1V8;200;7.4;100.07;144;99.69;99.83;3.78;92;28.04.2018;3.32;29.01.2019;287;210107;16;6;137142;1560;7.498369565
ГПБ БО-18;RU000A0ZYRX7;1000;7.58;0;1227;100.5;99.75;36.94;181;12.08.2018;13.06;12.02.2023;1762;0;6;1;25000;112;7.449226519
ГПБ БО-19;RU000A0ZYRY5;1000;7.63;0;1226;100;99.56;36.94;181;12.08.2018;13.06;12.02.2023;1762;0;11;3;34100;163;7.449226519
Удмуртия-7;RU000A0JU740;500;7.31;0;406;100.33;99.04;18.57;182;04.10.2018;1.22;01.10.2020;898;0;13;6;10596;1095;7.448406593
ОФЗ 26220;RU000A0JXB41;1000;6.97;102.15;1433;101.804;102.151;36.9;182;13.06.2018;25.55;07.12.2022;1695;1650818;22;11;62198;166993;7.400274725
БанкСОЮЗ06;RU000A0JU7N2;1000;7.65;0;0;0;63;36.9;182;11.10.2018;1.01;11.10.2018;177;0;1;0;0;1;7.400274725
РСХБ БО-5Р;RU000A0ZYXJ4;1000;7.85;99;1252;99;98.52;36.9;182;12.09.2018;6.89;09.03.2022;1422;399975;11;9;82468;301508;7.400274725
ФСК ЕЭС-21;RU000A0JT7T2;1000;8.43;0;0;101.5;90.02;36.9;182;18.04.2018;36.7;06.10.2027;3459;0;2;2;33;2;7.400274725
ЛипецкОбл8;RU000A0JTVZ8;600;7.41;0;491;0;99.4;11.05;91;20.04.2018;10.69;17.04.2020;731;0;11;0;0;217;7.386904762
ГПБ 2-ИП;RU000A0JW5K0;1000;6.31;0;0;100;81;18.4;91;25.05.2018;10.72;19.02.2021;1039;0;3;1;1;12;7.38021978
КОБР-6;RU000A0ZYRL2;1000;7.41;99.999;29;99.999;99.99;18.55;92;16.05.2018;12.99;16.05.2018;29;559995000;3;4;2590100;700000;7.35951087
ЯрОбл 2013;RU000A0JU0W8;150;7.65;99.98;87;99.98;99.98;2.75;91;13.07.2018;0.12;13.07.2018;87;4499;13;8;7029;1451;7.353479853
Роснфт1P8;RU000A0ZYCP5;1000;0;0;0;0;0;36.65;182;11.10.2018;1.01;30.09.2027;3453;0;0;0;0;0;7.350137363
ТКК кл. А1;RU000A0JWU31;1000;0;0;0;0;0;73.5;365;27.09.2018;40.68;23.09.2033;5638;0;0;0;0;0;7.35
АЛЬФА БО39;RU000A0ZYWB3;1000;7.38;0;1110;100.3;81;36.85;183;05.09.2018;8.46;17.03.2033;5448;0;3;3;25400;36;7.349863388
АЛЬФА БО40;RU000A0ZYU21;1000;7.44;0;950;100.25;100.11;36.85;183;23.08.2018;11.08;04.03.2033;5435;0;5;3;5595;88;7.349863388
ГТЛК 1P-09;RU000A0ZZ1J8;1000;7.77;98.98;1892;98.69;97.67;18.32;91;06.07.2018;2.22;18.03.2033;5449;95213371;8;10;304128;10865;7.348131868
ВлгОб35004;RU000A0JU6P9;200;8.02;0;149;100.28;99.9;3.64;91;03.05.2018;3;01.11.2018;198;0;16;9;116688;2962;7.3
ЕАБР06;RU000A0JS8Y1;1000;7.43;0;0;100;0;36.4;182;26.09.2018;4;23.09.2020;890;0;0;2;25010;0;7.3
РЖД 1Р-05R;RU000A0ZYU05;1000;7.25;0;2203;101.04;79.05;36.4;182;21.08.2018;11.2;01.02.2033;5404;0;4;2;5050;27;7.3
Роснефть07;RU000A0JTS06;1000;7.69;0;1525;100.01;98;36.4;182;14.09.2018;6.4;10.03.2023;1788;0;3;5;80394;40;7.3
Роснефть08;RU000A0JTS22;1000;7.82;0;1523;99;98;36.4;182;14.09.2018;6.4;10.03.2023;1788;0;5;4;127475;54;7.3
Роснфт2P5;RU000A0ZYVU5;1000;7.71;98.75;1759;98.6;98.1;36.4;182;31.08.2018;9.2;18.02.2028;3594;2963;7;7;211751;60313;7.3
КОБР-7;RU000A0ZYXE5;1000;7.43;0;57;100.01;100;18.36;92;13.06.2018;7.23;13.06.2018;57;0;3;2;300000;185000;7.284130435
ВржОб34006;RU000A0JU823;200;7.22;0;140;100.1;99.71;3.63;91;23.04.2018;3.39;23.10.2018;189;0;14;13;2876;718;7.279945055
ВЭБлизинг3;RU000A0JREW5;1000;7.38;0;990;100;90.03;36.25;182;05.10.2018;2.19;02.04.2021;1081;0;9;3;1041;51;7.269917582
ВЭБлизинг4;RU000A0JREX3;1000;7.35;0;0;101.29;90;36.25;182;05.10.2018;2.19;02.04.2021;1081;0;7;2;1405;47;7.269917582
ВЭБлизинг5;RU000A0JREZ8;1000;7.52;0;990;99.55;97.75;36.25;182;05.10.2018;2.19;02.04.2021;1081;0;9;1;1;57;7.269917582
ВолгогОб12;RU000A0JTXF6;100;6.41;0;58;100.29;100.01;1.81;91;14.06.2018;0.66;14.06.2018;58;0;9;12;1277;2321;7.25989011
ОФЗ 26225;RU000A0ZYUB7;1000;7.53;98.65;3501;98.256;98.65;19.47;98;30.05.2018;11.13;10.05.2034;5867;1204720146;62;48;283695;850771;7.251581633
АвнгрдБ1Р1;RU000A0JW7D1;1000;0;0;0;0;0;36.15;182;31.08.2018;9.14;20.02.2026;2866;0;0;0;0;0;7.249862637
Лента БО-3;RU000A0JVP05;1000;7.38;0;926;99.99;99.5;36.15;182;02.08.2018;14.9;24.07.2025;2655;0;5;4;4972;273;7.249862637
МГор70-об;RU000A0JU5X5;1000;0;0;0;0;70.01;36.15;182;05.06.2018;26.42;04.06.2019;413;0;4;0;0;61;7.249862637
МТС 1P-06;RU000A0ZYWY5;1000;7.63;0;1997;98.47;98.01;36.15;182;05.09.2018;8.14;26.02.2025;2507;0;5;11;179749;3681;7.249862637
НПК ПБО-01;RU000A0ZYTZ8;1000;7.29;0;1301;100.35;60.18;36.15;182;21.08.2018;11.12;14.02.2023;1764;0;1;2;10000;33;7.249862637
КОБР-8;RU000A0ZZ2L2;1000;0;0;0;0;0;18.27;92;18.07.2018;0.2;18.07.2018;92;0;0;0;0;0;7.248423913
Газпнф1P6R;RU000A0ZYXV9;1000;7.55;0;1777;99;98;35.9;182;13.09.2018;6.51;07.03.2024;2151;0;6;7;118116;57300;7.199725275
ДОМ.РФ1P2R;RU000A0ZYQU5;1000;7.44;0;284;0;63;35.9;182;03.08.2018;14.6;21.01.2028;3566;0;3;0;0;35;7.199725275
Мегафон1P4;RU000A0ZYTM6;1000;7.12;0;944;100.49;98.75;35.9;182;20.08.2018;11.24;15.02.2021;1035;0;6;4;75894;61;7.199725275
ФПК 1P-03;RU000A0ZYX69;1000;7.54;0;1887;98.99;97.19;35.9;182;05.09.2018;8.09;23.02.2028;3599;0;4;12;109053;55143;7.199725275
ИНГБ-БО1;RU000A0JWC74;1000;7.47;0;979;99.8;95.01;17.83;91;03.07.2018;2.74;30.03.2021;1078;0;2;11;185371;6;7.151593407
ГазпромКБ1;RU000A0ZYUV5;1000;7.47;0;1996;99;96.5;35.65;182;28.08.2018;9.6;15.02.2028;3591;0;5;1;25000;25051;7.149587912
ГазпромКБ2;RU000A0ZYUW3;1000;7.67;0;2001;0;97.7;35.65;182;28.08.2018;9.6;15.02.2028;3591;0;4;0;0;51;7.149587912
ГазпромКБ3;RU000A0ZYUY9;1000;7.67;0;1996;99.99;97.01;35.65;182;28.08.2018;9.6;15.02.2028;3591;0;13;7;135294;108;7.149587912
ГазпромКБ4;RU000A0ZYV04;1000;7.72;0;1994;98.25;96.16;35.65;182;28.08.2018;9.6;15.02.2028;3591;0;5;1;30000;30051;7.149587912
Ростел1P4R;RU000A0ZYYE3;1000;7.41;99.4;1779;99;98.71;35.65;182;14.09.2018;6.27;03.03.2028;3608;2982;5;6;171486;158;7.149587912
ТрнфБО1P9;RU000A0ZYUS1;1000;7.21;0;1242;100;99.01;35.65;182;27.08.2018;9.79;21.02.2022;1406;0;4;5;70542;58;7.149587912
ВЭБ1P-K022;RU000A0ZYZQ4;1000;0;0;0;0;60.5;5.45;28;20.04.2018;4.87;20.04.2018;3;0;1;0;0;1;7.104464286
ДОМ.РФ31об;RU000A0JV4R9;1000;7.21;0;0;0;80.01;35.21;181;01.08.2018;14.59;01.02.2034;5769;0;2;0;0;2;7.100359116
ОФЗ 26222;RU000A0JXQF2;1000;7.19;100.2;1879;99.711;100.162;35.4;182;25.04.2018;34.04;16.10.2024;2374;404630047;28;24;296860;528239;7.099450549
МТС 1P-05;RU000A0ZYWX7;1000;7.5;0;1109;99.75;98.75;35.4;182;05.09.2018;7.98;01.09.2021;1233;0;6;3;107560;58;7.099450549
ВЭБ1P-K024;RU000A0ZZ0K8;1000;0;0;0;0;60.5;4.06;21;19.04.2018;3.67;19.04.2018;2;0;1;0;0;1;7.056666667
ВЭБ1P-K029;RU000A0ZZ364;1000;0;0;0;0;0;5.41;28;11.05.2018;0.77;11.05.2018;24;0;0;0;0;0;7.052321429
ОФЗ 26212;RU000A0JTK38;1000;7.43;98.251;2589;97.851;98.252;35.15;182;01.08.2018;14.87;19.01.2028;3564;684758024;51;52;261721;358058;7.049313187
ВЭБ1P-K026;RU000A0ZZ1C3;1000;0;0;0;0;0;2.7;14;18.04.2018;2.51;18.04.2018;1;0;0;0;0;0;7.039285714
ВЭБ1P-K028;RU000A0ZZ2Q1;1000;0;0;0;0;0;2.7;14;25.04.2018;1.16;25.04.2018;8;0;0;0;0;0;7.039285714
ВЭБ1P-K033;RU000A0ZZ307;1000;0;0;0;0;0;8.09;42;24.05.2018;0.96;24.05.2018;37;0;0;0;0;0;7.030595238
ВЭБ1P-K027;RU000A0ZZ1G4;1000;0;0;0;0;0;4.04;21;26.04.2018;2.31;26.04.2018;9;0;0;0;0;0;7.021904762
Чувашия-10;RU000A0JTYB3;100;4.99;100.29;51;100.1;100.01;1.75;91;07.06.2018;0.77;07.06.2018;51;1101;13;9;4789;3559;7.019230769
ВЭБ1P-K025;RU000A0ZZ0P7;1000;0;0;0;0;61.57;5.38;28;27.04.2018;3.46;27.04.2018;10;0;1;0;0;1;7.013214286
ОФЗ 46014;RU0002868076;250;5.74;100.47;134;100.469;100.074;8.73;182;29.08.2018;2.35;29.08.2018;134;169543;14;9;36084;126816;7.003186813
ОФЗ 25083;RU000A0ZYCK6;1000;7.02;100.3;1163;100.299;100.25;48.33;252;20.06.2018;36.25;15.12.2021;1338;647355571;26;18;201663;434985;7.000178571
ИНВЕКТОР 2;RU000A0JURT7;1000;12.07;0;0;0;63;70;365;30.07.2018;50.05;30.07.2019;469;0;1;0;0;1;7
ПрГарант 2;RU000A0JURP5;1000;11.97;0;0;0;63;70;365;30.07.2018;50.05;30.07.2019;469;0;1;0;0;1;7
Промкап 02;RU000A0JURQ3;1000;13.1;0;0;0;63;70;365;30.07.2018;50.05;30.07.2019;469;0;1;0;0;1;7
ОФЗ 26211;RU000A0JTJL3;1000;7.03;100.34;1492;100.266;100.342;34.9;182;01.08.2018;14.77;25.01.2023;1744;15297525;21;15;117521;79307;6.999175824
ОФЗ 26215;RU000A0JU4L3;1000;7.02;100.402;1642;100.15;100.452;34.9;182;22.08.2018;10.74;16.08.2023;1947;813285;18;15;132400;155978;6.999175824
ВымпелКом1;RU000A0JS5E9;1000;7.12;0;657;0;72.01;34.9;182;11.09.2018;6.71;08.03.2022;1421;0;7;0;0;57;6.999175824
ВымпелКом2;RU000A0JS5M2;1000;7.06;0;663;0;86.01;34.9;182;17.09.2018;5.56;14.03.2022;1427;0;10;0;0;53;6.999175824
ВымпелКом4;RU000A0JS5F6;1000;7.24;0;657;99.8;98.26;34.9;182;11.09.2018;6.71;08.03.2022;1421;0;18;4;48715;3389;6.999175824
ЛОКОБнкБО6;RU000A0JVBY9;1000;14.91;0;79;0;98.85;17.45;91;05.07.2018;2.3;27.03.2025;2536;0;4;0;0;1012;6.999175824
ЛадьяФ БО2;RU000A0JUYJ4;1000;7.12;0;1130;100.62;99.65;34.9;182;04.05.2018;31.64;29.10.2021;1291;0;1;1;500;500;6.999175824
МСП Банк 1;RU000A0JS5R1;1000;7.54;0;0;0;79.21;34.9;182;20.09.2018;4.99;17.03.2022;1430;0;2;0;0;2;6.999175824
ТрнфБО1P10;RU000A0ZZ349;1000;7.33;0;1147;99.2;99;34.9;182;12.10.2018;0.77;08.10.2021;1270;0;3;6;280000;255;6.999175824
ЯНАО2017-2;RU000A0ZYM47;1000;7.18;0;0;0;64.5;17.45;91;27.06.2018;3.84;25.12.2024;2444;0;2;0;0;15;6.999175824
СвязьБанк5;RU000A0JS710;1000;7.1;0;0;0;63.01;34.8;182;11.10.2018;0.96;07.04.2022;1451;0;2;0;0;2;6.979120879
ВЭБ1P-K032;RU000A0ZZ1L4;1000;0;0;0;0;0;8.03;42;18.05.2018;2.1;18.05.2018;31;0;0;0;0;0;6.978452381
ВЭБ1P-K044;RU000A0ZZ315;1000;0;0;0;0;0;14.11;74;25.06.2018;0.95;25.06.2018;69;0;0;0;0;0;6.959662162
ИКС5Фин1P3;RU000A0ZZ083;1000;7.07;0;671;100;0;34.65;182;25.09.2018;4;08.03.2033;5439;0;0;1;5000;0;6.949038462
МРСКЦенБО6;RU000A0ZZ1Y7;1000;0;0;0;0;0;34.65;182;09.10.2018;1.33;28.03.2028;3633;0;0;0;0;0;6.949038462
ОГК-2 1P3R;RU000A0ZZ1H2;1000;7.17;0;993;99.9;0;34.65;182;05.10.2018;2.09;31.03.2023;1809;0;0;2;2849;0;6.949038462
ОФЗ 46020;RU000A0GN9A7;1000;7.61;94.51;3633;94.143;94.518;34.41;182;15.08.2018;11.91;06.02.2036;6504;2427305;42;40;39281;21986;6.900906593
СберБ БО4R;RU000A0ZYUJ0;1000;7;100.05;1108;98.3;99.02;34.41;182;31.08.2018;8.7;27.08.2021;1228;3092011;16;2;27019;5423;6.900906593
ТГК-1 03;RU000A0JS1W0;1000;6.94;0;0;0;63.01;34.41;182;19.06.2018;22.5;14.12.2021;1337;0;2;0;0;2;6.900906593
ОФЗ 26224;RU000A0ZYUA9;1000;7.41;97.2;2847;96.502;97.201;19.85;105;06.06.2018;10.59;23.05.2029;4054;3537578;24;12;48192;197577;6.900238095
ГПБ БО-10;RU000A0JUV08;1000;6.41;0;162;0;95.01;34.68;184;26.09.2018;4.15;26.09.2024;2354;0;5;0;0;18;6.879456522
МТС БО-01;RU000A0JTTA5;1000;7.26;0;673;100;90.01;34.16;182;26.09.2018;3.75;22.03.2023;1800;0;7;2;396;54;6.850769231
ВолгСпорт1;RU000A0JRJC6;1000;83.98;0;0;0;51;68.4;365;06.08.2018;47.6;04.04.2022;1448;0;1;0;0;1;6.84
ОФЗ 26210;RU000A0JTG59;1000;6.78;100.188;568;99.999;100.088;33.91;182;13.06.2018;23.48;11.12.2019;603;2175843;26;22;156416;219745;6.800631868
ДОМ 1P-3R;RU000A0ZZ1N0;1000;6.86;0;0;0;60;33.66;182;05.10.2018;2.03;24.03.2028;3629;0;1;0;0;33;6.750494505
ДелПорт1P2;RU000A0ZZ2A5;1000;0;0;0;0;0;33.66;182;09.10.2018;80.3404;01.04.2025;2541;0;0;0;0;0;6.750494505
АльфаБО-12;RU000A0JWCL2;1000;0;99.8;354;99.8;98.96;33.84;183;12.10.2018;0.92;12.04.2019;360;11976;15;5;688;141;6.749508197
ОФЗ 26216;RU000A0JU9V1;1000;6.8;100.001;376;99.8;100.001;33.41;182;16.05.2018;28.27;15.05.2019;393;10055154;36;37;244760;492402;6.700357143
ДОМ.РФ18об;RU000A0JRDY3;1000;6.88;0;0;99.99;80.01;16.7;91;15.07.2018;0.37;15.07.2023;1915;0;4;3;3463;345;6.698351648
ДОМ.РФ25об;RU000A0JTW83;1000;6.64;0;340;100;93.68;16.7;91;01.07.2018;2.94;01.10.2026;3089;0;5;2;29951;14;6.698351648
РСХБ 16;RU000A0JS6N8;1000;7.83;99;350;99;98;32.91;182;08.10.2018;1.45;04.04.2022;1448;2970;27;12;3442;1479;6.600082418
РСХБ 20;RU000A0JTVJ2;1000;6.71;0;358;100;97.02;32.91;182;16.10.2018;0;11.04.2023;1820;0;9;3;123;264;6.600082418
РСХБ 22;RU000A0JU6A1;1000;6.36;0;0;100.5;95.16;32.91;182;24.09.2018;3.98;18.09.2023;1980;0;3;1;1;24;6.600082418
ОФЗ 46018;RU000A0D0G29;1000;7.05;99.09;899;99.08;98.906;16.21;91;30.05.2018;8.73;24.11.2021;1317;34682;9;11;4131;982;6.501813187
